
Predictions were generated on 18-Sep-2019 at 00:08:08 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-173-g38fc45a8
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn14; ServoDyn

Description from the FAST input file: FAST Certification Test #09: UAE Phase VI (downwind) with many DOFs with yaw ramp and a steady wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Azimuth   	TipALxb1  	TipALyb1  	TipALxb2  	TipALyb2  	Spn2ALxb1 	Spn2ALyb1 	RotAccel  	LSSGagA   	HSShftA   	NacYaw    	RootMEdg1 	RootMFlp1 	RootMEdg2 	RootMFlp2 	Spn3MLxb1 	Spn3MLyb1 	Spn5MLxb1 	Spn5MLyb1 	YawBrFxp  	YawBrFyp  	YawBrMxn  	YawBrMyn  
    3.8880	 9.526E+00	-5.500E+00	 0.000E+00	 2.350E+02	-3.525E+00	-1.733E+00	-2.903E+00	-7.169E-01	-2.376E-01	-3.873E-01	 1.115E+01	 3.881E+00	 9.752E+01	 2.968E+01	-9.018E-01	 1.856E+00	 8.649E-01	 1.197E+00	-6.311E-01	 1.024E+00	-2.637E-01	 6.627E-01	 1.568E+00	 6.875E-01	 3.771E-01	 8.647E+00
    3.9360	 9.526E+00	-5.500E+00	 0.000E+00	 2.557E+02	 1.011E+00	 2.494E-01	-8.632E-01	-1.214E+00	-1.227E-01	-3.787E-01	 1.375E+01	 7.619E+00	 1.915E+02	 2.972E+01	-8.784E-01	 1.920E+00	 9.545E-01	 9.629E-01	-6.050E-01	 1.051E+00	-2.407E-01	 6.728E-01	 1.726E+00	 8.217E-01	 4.649E-01	 8.985E+00
    3.9840	 9.526E+00	-5.500E+00	 0.000E+00	 2.765E+02	 6.058E+00	-6.617E-01	 3.048E+00	 9.319E-01	-1.663E-01	-1.034E-01	-5.630E+00	 5.787E+00	 1.454E+02	 2.973E+01	-8.644E-01	 1.604E+00	 1.083E+00	 7.195E-01	-5.661E-01	 8.486E-01	-2.364E-01	 5.440E-01	 1.511E+00	 7.936E-01	 5.241E-01	 9.296E+00
    4.0320	 9.526E+00	-5.500E+00	 0.000E+00	 2.972E+02	-2.533E+00	 6.880E-01	-1.607E+00	 3.793E-01	-2.797E-01	 8.798E-02	-1.289E+01	 1.365E+00	 3.431E+01	 2.971E+01	-6.762E-01	 1.701E+00	 9.261E-01	 7.916E-01	-4.870E-01	 9.396E-01	-1.874E-01	 6.034E-01	 1.031E+00	 6.755E-01	 4.807E-01	 9.190E+00
    4.0800	 9.526E+00	-5.500E+00	 0.000E+00	 3.179E+02	 1.291E+00	 1.216E+00	 1.876E-01	 1.865E+00	-3.818E-01	-2.202E-01	-5.362E+00	-2.684E+00	-6.746E+01	 2.968E+01	-4.617E-01	 1.306E+00	 7.622E-01	 4.534E-01	-3.353E-01	 7.251E-01	-1.186E-01	 4.634E-01	 6.434E-01	 5.783E-01	 3.874E-01	 9.368E+00
    4.1280	 9.526E+00	-5.500E+00	 0.000E+00	 3.385E+02	 2.859E+00	 3.083E-01	 1.359E+01	 8.724E-01	-1.280E-01	 3.413E-01	-2.124E+01	-7.507E+00	-1.887E+02	 2.964E+01	-1.922E-01	 9.651E-01	 4.365E-01	 3.718E-01	-1.855E-01	 5.529E-01	-5.549E-02	 3.530E-01	 6.792E-02	 3.018E-01	 2.556E-01	 8.678E+00
    4.1760	 9.526E+00	-5.500E+00	 0.000E+00	 3.592E+02	-1.452E+00	 5.049E-01	-8.624E+00	-4.860E-01	 4.326E-01	 5.311E-02	 7.766E+00	-7.613E+00	-1.913E+02	 2.962E+01	 1.169E-01	 1.086E+00	-7.498E-02	 1.355E+00	-5.955E-02	 6.531E-01	 1.635E-02	 4.002E-01	-1.362E-01	 1.318E-01	 1.496E-01	 7.508E+00
    4.2240	 9.526E+00	-5.500E+00	 0.000E+00	 1.981E+01	 4.373E+00	-1.603E+00	 3.646E+00	 1.049E-01	 7.749E-01	 1.419E-01	 7.563E+00	-1.806E+00	-4.539E+01	 2.962E+01	 3.766E-01	 7.471E-01	-3.633E-01	 1.316E+00	 8.015E-02	 4.686E-01	 6.906E-02	 2.747E-01	-2.084E-01	-2.284E-02	 1.519E-01	 7.122E+00
    4.2720	 9.526E+00	-5.500E+00	 0.000E+00	 4.047E+01	 3.793E+00	 1.388E-01	 5.645E+00	-2.329E+00	 8.820E-01	 1.908E-01	 3.690E+00	 9.431E-01	 2.370E+01	 2.964E+01	 7.684E-01	 8.157E-01	-7.596E-01	 1.233E+00	 2.567E-01	 5.232E-01	 1.628E-01	 2.740E-01	-2.939E-01	-2.753E-01	 2.737E-01	 7.106E+00
    4.3200	 9.526E+00	-5.500E+00	 0.000E+00	 6.114E+01	-2.703E+00	-1.440E+00	-3.164E+00	-2.378E-01	 5.333E-01	-2.819E-01	 2.113E+01	 5.613E+00	 1.411E+02	 2.966E+01	 8.638E-01	 1.093E+00	-8.730E-01	 1.886E+00	 2.541E-01	 6.702E-01	 1.662E-01	 3.507E-01	 1.649E-01	-1.483E-01	 4.200E-01	 7.457E+00
    4.3680	 9.526E+00	-5.500E+00	 0.000E+00	 8.185E+01	 3.322E+00	-8.606E-01	 5.324E+00	-9.850E-02	-8.270E-02	-7.178E-02	-1.983E+00	 7.688E+00	 1.932E+02	 2.966E+01	 1.003E+00	 7.953E-01	-8.630E-01	 1.621E+00	 3.572E-01	 4.961E-01	 2.109E-01	 2.336E-01	 4.992E-01	-5.015E-02	 6.015E-01	 7.953E+00
    4.4160	 9.526E+00	-5.500E+00	 0.000E+00	 1.026E+02	-2.632E-01	 1.347E+00	 4.825E+00	-4.546E-01	-3.215E-01	 2.390E-03	-5.830E+00	 4.149E+00	 1.043E+02	 2.965E+01	 1.063E+00	 7.510E-01	-8.256E-01	 1.507E+00	 3.996E-01	 5.040E-01	 2.382E-01	 2.515E-01	 9.129E-01	 1.996E-01	 6.901E-01	 8.690E+00
    4.4640	 9.526E+00	-5.500E+00	 0.000E+00	 1.233E+02	-2.657E+00	 2.491E-01	-1.961E+00	 2.024E+00	-4.217E-01	-3.094E-02	-1.035E-01	 6.689E-01	 1.681E+01	 2.962E+01	 8.434E-01	 7.940E-01	-5.844E-01	 1.610E+00	 2.850E-01	 5.241E-01	 1.769E-01	 2.827E-01	 1.418E+00	 5.934E-01	 6.586E-01	 9.584E+00
    4.5120	 9.526E+00	-5.500E+00	 0.000E+00	 1.440E+02	 4.994E+00	 2.013E+00	 1.432E+00	-2.644E-04	-5.544E-01	 3.005E-01	-2.339E+01	-3.729E+00	-9.370E+01	 2.957E+01	 7.071E-01	 4.226E-01	-4.179E-01	 1.199E+00	 2.827E-01	 2.793E-01	 1.644E-01	 1.138E-01	 1.485E+00	 7.810E-01	 5.323E-01	 9.920E+00
    4.5600	 9.526E+00	-5.500E+00	 0.000E+00	 1.646E+02	 4.831E+00	 4.463E-01	 6.250E-01	 1.276E+00	-8.389E-03	 3.577E-02	-4.025E+00	-8.305E+00	-2.087E+02	 2.953E+01	 2.603E-01	 6.333E-01	-7.915E-02	 1.146E+00	 4.101E-02	 4.108E-01	 4.484E-02	 2.367E-01	 1.583E+00	 9.505E-01	 3.443E-01	 9.927E+00
    4.6080	 9.526E+00	-5.500E+00	 0.000E+00	 1.853E+02	-5.439E+00	-6.245E-01	-3.275E+00	-4.727E-01	-5.447E-01	-5.516E-01	 4.027E+00	-5.134E+00	-1.290E+02	 2.952E+01	-1.790E-01	 1.605E+00	 1.769E-01	 1.181E+00	-2.723E-01	 9.333E-01	-8.422E-02	 5.655E-01	 1.495E+00	 9.824E-01	 1.786E-01	 8.783E+00
    4.6560	 9.526E+00	-5.500E+00	 0.000E+00	 2.059E+02	 4.747E+00	-5.983E-01	 6.254E+00	-1.364E+00	-2.819E-01	-2.020E-01	 4.578E-03	-1.634E+00	-4.106E+01	 2.953E+01	-4.860E-01	 1.236E+00	 5.019E-01	 8.021E-01	-3.683E-01	 7.042E-01	-1.477E-01	 4.477E-01	 9.879E-01	 6.877E-01	 1.367E-01	 8.256E+00
    4.7040	 9.526E+00	-5.500E+00	 0.000E+00	 2.266E+02	 2.237E+00	-2.117E+00	 4.497E-01	 4.386E-01	 1.001E-02	-4.783E-01	 2.030E+01	 2.181E+00	 5.482E+01	 2.956E+01	-8.477E-01	 1.622E+00	 8.339E-01	 9.296E-01	-5.807E-01	 8.882E-01	-2.467E-01	 5.712E-01	 6.150E-01	 4.083E-01	 1.912E-01	 7.922E+00
    4.7520	 9.526E+00	-5.500E+00	 0.000E+00	 2.473E+02	-3.017E+00	-2.215E-01	-6.260E-01	-2.435E+00	 3.515E-01	 1.998E-01	 5.715E+00	 6.681E+00	 1.679E+02	 2.959E+01	-8.579E-01	 2.030E+00	 8.724E-01	 9.985E-01	-6.197E-01	 1.132E+00	-2.467E-01	 7.255E-01	 1.075E-01	 5.968E-02	 3.144E-01	 7.364E+00
    4.8000	 9.526E+00	-5.500E+00	 0.000E+00	 2.680E+02	 5.950E+00	-2.627E-01	 3.397E+00	 6.097E-01	 8.074E-01	 4.388E-01	 4.281E+00	 6.970E+00	 1.752E+02	 2.961E+01	-8.604E-01	 1.584E+00	 1.058E+00	 5.812E-01	-5.646E-01	 8.620E-01	-2.342E-01	 5.604E-01	-2.443E-01	-2.157E-01	 4.851E-01	 7.510E+00
    4.8480	 9.526E+00	-5.500E+00	 0.000E+00	 2.887E+02	 3.163E+00	 8.515E-01	-1.820E+00	 6.932E-01	 6.845E-01	 4.401E-01	-1.269E+00	 3.316E+00	 8.333E+01	 2.960E+01	-7.251E-01	 1.528E+00	 9.875E-01	 7.022E-01	-4.907E-01	 8.381E-01	-1.953E-01	 5.405E-01	-2.890E-01	-2.726E-01	 5.860E-01	 7.854E+00
    4.8960	 9.526E+00	-5.500E+00	 0.000E+00	 3.094E+02	-9.728E-01	 1.254E+00	-6.153E-01	 5.015E-01	 4.208E-01	 6.963E-01	-1.749E+01	-5.552E-01	-1.395E+01	 2.958E+01	-5.158E-01	 1.383E+00	 8.056E-01	 6.516E-01	-3.781E-01	 7.858E-01	-1.405E-01	 5.103E-01	-2.191E-01	-2.355E-01	 6.023E-01	 8.115E+00
    4.9440	 9.526E+00	-5.500E+00	 0.000E+00	 3.301E+02	 5.859E+00	 7.266E-01	 5.631E+00	 2.062E+00	-2.706E-02	 3.880E-01	-1.244E+01	-5.942E+00	-1.493E+02	 2.956E+01	-2.967E-01	 9.329E-01	 5.981E-01	 3.145E-01	-2.251E-01	 5.246E-01	-7.648E-02	 3.368E-01	 1.697E-01	-1.276E-02	 5.339E-01	 8.688E+00
    4.9920	 9.526E+00	-5.500E+00	 0.000E+00	 3.507E+02	-3.640E-01	 1.348E+00	 1.985E+00	-7.965E-01	-1.765E-01	 2.307E-01	-3.979E+00	-7.677E+00	-1.929E+02	 2.954E+01	 3.486E-02	 1.041E+00	 8.679E-02	 1.041E+00	-8.663E-02	 6.178E-01	 1.480E-03	 3.832E-01	 7.351E-01	 2.916E-01	 4.130E-01	 8.505E+00
    5.0400	 9.526E+00	-5.500E+00	 0.000E+00	 1.137E+01	 2.482E-01	-1.427E+00	-6.611E+00	-5.001E-02	-1.512E-01	 2.656E-02	 1.876E-01	-4.391E+00	-1.103E+02	 2.955E+01	 2.511E-01	 1.038E+00	-2.565E-01	 1.530E+00	-6.944E-03	 6.192E-01	 3.477E-02	 3.692E-01	 1.173E+00	 5.377E-01	 3.140E-01	 8.243E+00
    5.0880	 9.526E+00	-5.500E+00	 0.000E+00	 3.202E+01	 5.097E+00	 1.403E-01	 8.651E+00	-1.099E+00	-2.786E-01	-2.213E-01	 1.681E+01	 8.206E-04	 2.062E-02	 2.959E+01	 6.440E-01	 8.231E-01	-6.225E-01	 1.197E+00	 2.050E-01	 5.086E-01	 1.381E-01	 2.733E-01	 1.556E+00	 7.176E-01	 3.135E-01	 8.839E+00
    5.1360	 9.526E+00	-5.500E+00	 0.000E+00	 5.268E+01	-1.893E+00	-6.843E-01	-1.644E+00	-2.208E+00	-3.426E-01	-2.383E-01	 4.070E+00	 3.475E+00	 8.733E+01	 2.963E+01	 8.611E-01	 1.151E+00	-8.968E-01	 1.824E+00	 2.531E-01	 6.992E-01	 1.685E-01	 3.679E-01	 1.638E+00	 7.889E-01	 3.353E-01	 8.755E+00
    5.1840	 9.526E+00	-5.500E+00	 0.000E+00	 7.338E+01	-6.160E-01	-1.562E+00	-1.470E+00	 3.642E-01	-3.241E-01	-5.100E-01	 1.594E+01	 7.063E+00	 1.775E+02	 2.966E+01	 9.274E-01	 1.001E+00	-8.720E-01	 1.981E+00	 2.960E-01	 5.980E-01	 1.840E-01	 2.949E-01	 1.531E+00	 7.848E-01	 4.046E-01	 8.746E+00
    5.2320	 9.526E+00	-5.500E+00	 0.000E+00	 9.410E+01	 2.918E+00	 1.123E+00	 6.730E+00	-7.811E-01	-4.073E-01	 5.822E-02	-2.103E+00	 6.253E+00	 1.571E+02	 2.967E+01	 1.091E+00	 6.576E-01	-8.779E-01	 1.628E+00	 4.222E-01	 4.451E-01	 2.457E-01	 2.134E-01	 1.208E+00	 6.890E-01	 4.706E-01	 9.025E+00
    5.2800	 9.526E+00	-5.500E+00	 0.000E+00	 1.148E+02	-6.869E-01	 1.142E-01	-1.723E+00	 8.009E-01	-1.879E-01	 1.301E-01	-1.103E+01	 2.028E+00	 5.097E+01	 2.966E+01	 9.335E-01	 7.881E-01	-6.850E-01	 1.677E+00	 3.277E-01	 5.162E-01	 1.984E-01	 2.644E-01	 6.889E-01	 5.104E-01	 4.588E-01	 8.855E+00
    5.3280	 9.526E+00	-5.500E+00	 0.000E+00	 1.355E+02	-1.812E+00	 1.732E+00	 7.695E-01	 1.034E+00	 3.533E-01	 4.965E-01	-9.476E+00	-2.357E+00	-5.922E+01	 2.963E+01	 7.844E-01	 4.791E-01	-4.865E-01	 1.343E+00	 3.007E-01	 3.505E-01	 1.763E-01	 1.790E-01	 2.625E-01	 3.494E-01	 3.988E-01	 8.956E+00
    5.3760	 9.526E+00	-5.500E+00	 0.000E+00	 1.562E+02	 1.237E+01	 1.223E+00	 4.064E+00	 6.122E-01	 3.842E-01	 5.206E-01	-1.562E+01	-6.945E+00	-1.745E+02	 2.960E+01	 4.823E-01	 3.344E-01	-2.170E-01	 9.167E-01	 1.856E-01	 2.269E-01	 1.100E-01	 9.074E-02	-1.273E-01	 1.402E-01	 3.000E-01	 8.498E+00
    5.4240	 9.526E+00	-5.500E+00	 0.000E+00	 1.768E+02	-7.335E+00	-9.339E-01	-1.240E+00	 5.383E-01	 4.684E-01	 8.190E-02	-4.773E+00	-7.818E+00	-1.965E+02	 2.959E+01	-3.870E-02	 1.281E+00	 9.833E-02	 1.050E+00	-1.826E-01	 7.833E-01	-5.041E-02	 4.836E-01	-2.033E-01	 7.440E-03	 2.161E-01	 7.456E+00
    5.4720	 9.526E+00	-5.500E+00	 0.000E+00	 1.975E+02	-8.686E-02	 6.098E-01	 3.862E+00	-1.341E+00	 3.930E-01	-2.397E-01	 1.728E+01	-2.464E+00	-6.192E+01	 2.960E+01	-3.251E-01	 1.376E+00	 3.375E-01	 7.886E-01	-3.057E-01	 8.118E-01	-1.055E-01	 5.056E-01	-1.010E-01	-6.056E-02	 2.158E-01	 7.129E+00
    5.5200	 9.526E+00	-5.500E+00	 0.000E+00	 2.181E+02	 7.149E+00	-2.457E+00	 4.787E+00	 4.143E-02	 3.456E-01	 1.279E-01	-1.899E+00	 1.009E+00	 2.535E+01	 2.962E+01	-7.311E-01	 1.199E+00	 7.467E-01	 7.802E-01	-4.868E-01	 6.597E-01	-2.160E-01	 4.276E-01	 2.559E-02	-1.806E-01	 3.287E-01	 7.380E+00
    5.5680	 9.526E+00	-5.500E+00	 0.000E+00	 2.388E+02	-4.132E+00	-4.227E-01	-2.075E+00	-1.202E+00	 5.630E-01	-1.925E-01	 2.236E+01	 4.882E+00	 1.227E+02	 2.965E+01	-8.756E-01	 1.855E+00	 8.604E-01	 1.135E+00	-6.117E-01	 1.040E+00	-2.491E-01	 6.746E-01	 4.878E-01	-2.655E-02	 4.511E-01	 7.713E+00
    5.6160	 9.526E+00	-5.500E+00	 0.000E+00	 2.595E+02	 4.542E+00	 1.846E-02	 3.317E-01	-9.013E-01	 3.917E-01	 1.565E-01	 3.618E+00	 7.836E+00	 1.969E+02	 2.967E+01	-8.678E-01	 1.716E+00	 9.888E-01	 8.489E-01	-5.806E-01	 9.363E-01	-2.370E-01	 6.025E-01	 8.748E-01	 1.504E-01	 6.003E-01	 8.240E+00
    5.6640	 9.526E+00	-5.500E+00	 0.000E+00	 2.802E+02	 5.115E+00	-6.539E-01	 2.024E+00	 1.192E+00	 1.061E-01	 2.064E-01	-7.940E+00	 4.694E+00	 1.179E+02	 2.967E+01	-8.453E-01	 1.515E+00	 1.077E+00	 7.687E-01	-5.515E-01	 8.054E-01	-2.328E-01	 5.212E-01	 1.191E+00	 3.939E-01	 6.656E-01	 8.927E+00
    5.7120	 9.526E+00	-5.500E+00	 0.000E+00	 3.009E+02	-1.983E+00	 1.775E+00	-5.706E+00	 3.742E-01	-4.427E-01	-2.260E-01	-2.001E+00	 6.698E-01	 1.683E+01	 2.964E+01	-6.144E-01	 1.658E+00	 8.689E-01	 8.028E-01	-4.448E-01	 9.171E-01	-1.636E-01	 5.842E-01	 1.490E+00	 7.131E-01	 6.127E-01	 9.631E+00
    5.7600	 9.526E+00	-5.500E+00	 0.000E+00	 3.216E+02	 9.622E-01	 2.527E-01	 5.291E+00	 2.048E+00	-8.183E-01	-1.055E-01	-1.660E+01	-3.186E+00	-8.007E+01	 2.960E+01	-4.487E-01	 1.251E+00	 7.391E-01	 4.600E-01	-3.306E-01	 6.893E-01	-1.214E-01	 4.432E-01	 1.445E+00	 8.655E-01	 4.757E-01	 9.946E+00
    5.8080	 9.526E+00	-5.500E+00	 0.000E+00	 3.423E+02	 1.655E+00	 8.413E-01	 6.263E+00	 4.608E-01	-9.434E-01	-9.652E-02	-1.561E+01	-8.234E+00	-2.069E+02	 2.957E+01	-1.221E-01	 1.099E+00	 3.234E-01	 5.204E-01	-1.623E-01	 6.212E-01	-3.732E-02	 3.846E-01	 1.309E+00	 9.125E-01	 2.867E-01	 9.776E+00
    5.8560	 9.526E+00	-5.500E+00	 0.000E+00	 2.914E+00	-3.697E+00	 1.500E-01	-6.951E+00	-2.196E-01	-2.258E-01	-3.714E-01	 1.563E+01	-6.042E+00	-1.518E+02	 2.955E+01	 1.449E-01	 1.172E+00	-1.362E-01	 1.550E+00	-5.764E-02	 6.966E-01	 1.940E-02	 4.248E-01	 1.142E+00	 8.678E-01	 1.294E-01	 8.556E+00
    5.9040	 9.526E+00	-5.500E+00	 0.000E+00	 2.356E+01	 4.974E+00	-1.753E+00	 5.024E+00	-7.413E-01	 2.431E-01	 1.632E-01	-7.736E+00	-1.530E+00	-3.844E+01	 2.956E+01	 4.498E-01	 7.782E-01	-4.412E-01	 1.283E+00	 1.091E-01	 4.794E-01	 8.314E-02	 2.720E-01	 6.587E-01	 5.564E-01	 1.002E-01	 7.925E+00
    5.9520	 9.526E+00	-5.500E+00	 0.000E+00	 4.422E+01	 2.756E+00	 5.228E-01	 2.356E+00	-2.019E+00	 7.002E-01	-1.284E-01	 1.951E+01	 1.489E+00	 3.742E+01	 2.959E+01	 8.103E-01	 8.766E-01	-8.168E-01	 1.483E+00	 2.727E-01	 5.572E-01	 1.750E-01	 2.902E-01	 2.681E-01	 2.072E-01	 1.830E-01	 7.627E+00
    6.0000	 9.526E+00	-5.500E+00	 0.000E+00	 6.490E+01	-2.668E+00	-2.189E+00	-2.686E+00	-2.233E-01	 8.022E-01	-1.628E-01	 1.139E+01	 6.612E+00	 1.662E+02	 2.963E+01	 8.617E-01	 1.014E+00	-8.592E-01	 2.010E+00	 2.549E-01	 6.236E-01	 1.615E-01	 3.231E-01	-2.841E-02	-7.363E-02	 3.320E-01	 7.229E+00
    6.0480	 9.526E+00	-5.500E+00	 0.000E+00	 8.561E+01	 4.570E+00	 5.084E-02	 5.680E+00	-3.271E-01	 4.525E-01	 5.614E-02	 4.239E-01	 7.230E+00	 1.817E+02	 2.964E+01	 1.042E+00	 6.409E-01	-8.624E-01	 1.582E+00	 3.976E-01	 4.252E-01	 2.302E-01	 1.949E-01	-2.349E-01	-2.997E-01	 5.251E-01	 7.430E+00
    6.0960	 9.526E+00	-5.500E+00	 0.000E+00	 1.063E+02	-1.913E+00	 9.340E-01	 4.408E+00	 6.307E-01	 4.720E-01	 1.753E-01	-2.335E-01	 3.653E+00	 9.180E+01	 2.963E+01	 1.011E+00	 6.886E-01	-7.506E-01	 1.502E+00	 3.765E-01	 4.846E-01	 2.237E-01	 2.531E-01	-1.334E-01	-2.835E-01	 6.396E-01	 7.902E+00
    6.1440	 9.526E+00	-5.500E+00	 0.000E+00	 1.270E+02	-4.842E-01	 4.231E-01	-1.386E+00	 1.503E+00	 1.105E-01	 1.889E-01	-1.114E+01	 1.521E-01	 3.821E+00	 2.961E+01	 8.229E-01	 7.098E-01	-5.393E-01	 1.443E+00	 2.873E-01	 4.727E-01	 1.752E-01	 2.458E-01	 1.159E-01	-1.278E-01	 6.546E-01	 8.372E+00
    6.1920	 9.526E+00	-5.500E+00	 0.000E+00	 1.477E+02	 4.645E+00	 2.001E+00	 4.617E+00	 5.303E-01	 1.599E-01	 4.354E-01	-1.803E+01	-5.323E+00	-1.338E+02	 2.958E+01	 6.394E-01	 3.378E-01	-3.358E-01	 1.003E+00	 2.592E-01	 2.424E-01	 1.499E-01	 9.918E-02	 4.927E-01	 1.383E-01	 5.674E-01	 8.973E+00
    6.2400	 9.526E+00	-5.500E+00	 0.000E+00	 1.684E+02	 3.085E+00	-1.460E-01	 2.004E-01	 1.611E+00	 4.502E-02	-2.051E-01	 2.844E+00	-8.009E+00	-2.013E+02	 2.955E+01	 1.523E-01	 8.807E-01	-3.500E-03	 1.072E+00	-3.709E-02	 5.385E-01	 1.228E-02	 3.096E-01	 1.020E+00	 4.761E-01	 4.158E-01	 9.000E+00
    6.2880	 9.526E+00	-5.500E+00	 0.000E+00	 1.890E+02	-6.166E+00	-4.792E-01	-1.898E+00	-1.389E+00	-5.014E-01	-3.423E-01	-7.079E+00	-4.606E+00	-1.157E+02	 2.955E+01	-2.254E-01	 1.571E+00	 2.169E-01	 1.109E+00	-2.915E-01	 9.214E-01	-9.538E-02	 5.670E-01	 1.394E+00	 7.328E-01	 2.816E-01	 8.516E+00
    6.3360	 9.526E+00	-5.500E+00	 0.000E+00	 2.097E+02	 6.965E+00	-7.135E-01	 5.728E+00	-1.310E-01	-2.837E-01	-6.165E-01	 1.686E+01	-9.318E-01	-2.342E+01	 2.957E+01	-5.747E-01	 1.181E+00	 5.954E-01	 8.383E-01	-3.989E-01	 6.631E-01	-1.645E-01	 4.262E-01	 1.574E+00	 8.355E-01	 2.467E-01	 8.897E+00
    6.3840	 9.526E+00	-5.500E+00	 0.000E+00	 2.303E+02	 2.759E-01	-2.333E+00	-2.769E+00	-3.360E-01	-4.762E-01	-4.741E-01	 5.469E+00	 3.125E+00	 7.854E+01	 2.960E+01	-8.821E-01	 1.764E+00	 8.483E-01	 1.094E+00	-6.133E-01	 9.587E-01	-2.600E-01	 6.127E-01	 1.539E+00	 8.324E-01	 2.645E-01	 8.705E+00
    6.4320	 9.526E+00	-5.500E+00	 0.000E+00	 2.510E+02	-3.124E+00	 7.929E-02	-3.047E-01	-1.922E+00	-3.838E-02	-2.164E-01	 1.197E+01	 6.741E+00	 1.694E+02	 2.964E+01	-8.760E-01	 2.022E+00	 9.083E-01	 1.031E+00	-6.215E-01	 1.121E+00	-2.464E-01	 7.209E-01	 1.280E+00	 7.133E-01	 3.431E-01	 8.498E+00
    6.4800	 9.526E+00	-5.500E+00	 0.000E+00	 2.717E+02	 6.703E+00	-5.345E-01	 2.012E+00	 1.114E+00	 1.279E-01	-6.684E-02	 3.509E+00	 6.494E+00	 1.632E+02	 2.965E+01	-8.761E-01	 1.635E+00	 1.081E+00	 6.181E-01	-5.739E-01	 8.715E-01	-2.380E-01	 5.590E-01	 8.796E-01	 5.243E-01	 4.419E-01	 8.678E+00
    6.5280	 9.526E+00	-5.500E+00	 0.000E+00	 2.924E+02	-3.337E-01	 7.255E-01	 5.016E-01	 2.601E-01	 1.429E-01	 2.268E-01	-7.074E+00	 2.769E+00	 6.960E+01	 2.964E+01	-7.064E-01	 1.649E+00	 9.561E-01	 7.639E-01	-4.964E-01	 9.094E-01	-1.939E-01	 5.859E-01	 3.940E-01	 3.045E-01	 4.770E-01	 8.557E+00
    6.5760	 9.526E+00	-5.500E+00	 0.000E+00	 3.132E+02	-1.391E-01	 1.035E+00	-1.318E-01	 1.143E+00	 4.726E-02	 2.892E-01	-1.449E+01	-1.685E+00	-4.234E+01	 2.961E+01	-4.996E-01	 1.375E+00	 7.939E-01	 5.301E-01	-3.668E-01	 7.718E-01	-1.344E-01	 4.967E-01	 2.699E-02	 1.282E-01	 4.580E-01	 8.630E+00
    6.6240	 9.526E+00	-5.500E+00	 0.000E+00	 3.338E+02	 4.878E+00	 8.700E-01	 1.151E+01	 1.665E+00	 1.409E-01	 3.532E-01	-9.751E+00	-6.441E+00	-1.619E+02	 2.958E+01	-2.438E-01	 9.090E-01	 5.294E-01	 2.987E-01	-1.981E-01	 5.190E-01	-6.234E-02	 3.337E-01	-2.102E-01	-1.776E-02	 3.839E-01	 8.413E+00
    6.6720	 9.526E+00	-5.500E+00	 0.000E+00	 3.545E+02	-1.049E+00	 6.150E-01	-3.306E+00	-1.179E+00	 3.380E-01	 5.258E-01	-1.246E+01	-7.713E+00	-1.938E+02	 2.956E+01	 7.610E-02	 1.030E+00	 7.959E-03	 1.190E+00	-7.424E-02	 6.215E-01	 5.511E-03	 3.861E-01	-1.228E-01	-5.804E-02	 3.036E-01	 7.577E+00
    6.7200	 9.526E+00	-5.500E+00	 0.000E+00	 1.511E+01	 3.414E+00	-1.121E+00	-3.707E+00	 6.691E-01	 6.312E-01	-5.059E-03	 1.859E+01	-3.426E+00	-8.610E+01	 2.957E+01	 3.095E-01	 8.593E-01	-2.979E-01	 1.423E+00	 4.221E-02	 5.272E-01	 5.558E-02	 3.112E-01	 9.793E-02	-3.452E-02	 2.774E-01	 7.277E+00
    6.7680	 9.526E+00	-5.500E+00	 0.000E+00	 3.576E+01	 4.642E+00	 3.572E-03	 1.010E+01	-2.172E+00	 4.572E-01	 2.778E-01	-3.049E-01	 8.754E-01	 2.200E+01	 2.960E+01	 7.100E-01	 7.652E-01	-6.870E-01	 1.177E+00	 2.357E-01	 4.911E-01	 1.504E-01	 2.627E-01	 3.624E-01	-2.795E-02	 3.556E-01	 7.673E+00
    6.8160	 9.526E+00	-5.500E+00	 0.000E+00	 5.643E+01	-1.230E+00	-9.784E-01	-3.927E+00	-1.054E+00	 8.830E-02	-3.101E-01	 1.630E+01	 4.073E+00	 1.023E+02	 2.963E+01	 8.648E-01	 1.154E+00	-8.861E-01	 1.821E+00	 2.527E-01	 6.989E-01	 1.684E-01	 3.636E-01	 7.992E-01	 1.571E-01	 4.404E-01	 8.003E+00
    6.8640	 9.526E+00	-5.500E+00	 0.000E+00	 7.714E+01	-4.465E-01	-1.092E+00	 2.792E+00	 2.934E-01	-2.032E-01	-3.193E-01	 1.105E+01	 7.635E+00	 1.919E+02	 2.965E+01	 9.657E-01	 9.071E-01	-8.677E-01	 1.809E+00	 3.252E-01	 5.555E-01	 1.971E-01	 2.727E-01	 1.144E+00	 3.588E-01	 5.527E-01	 8.438E+00
