
Predictions were generated on 05-Aug-2022 at 10:59:13 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-122-gc1599127-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: Fixed MHK turbine, based on the RM1 tidal current turbine

Time	TwN1Fbx	TwN3Fby	TwN4Fbz	TwN6Mbx	TwN5Mby	TwN2Mbz	B2N4Fbn	B1N7Fbt	B2N8Fbs	B1N2Mbn	B2N3Mbt	B1N6Mbs	B1FldFz	B2FldMx	HbFbx	HbFby	HbFbz	HbMbx	HbMby	HbMbz	NcFbx	NcFby	NcFbz	NcMbx	NcMby	NcMbz	RtFldFxh	RtFldFyh	RtFldFzg	RtFldMxh	RtFldMyg	RtFldMzh	B1N3SigCr	B2N5SigCr	B1N2SgCav	B2N6SgCav
    5.4600	-6.494E+01	 1.216E+02	-1.240E+04	 1.730E+00	 1.130E+02	 5.617E-04	-3.958E+02	 5.855E+02	-1.033E+04	 1.060E+01	 1.148E+01	 1.844E-03	-7.588E+04	 1.203E+05	-1.634E+04	 3.492E+04	 5.273E+04	 9.894E+00	-1.362E+04	 7.758E+03	-9.219E+04	-5.621E+01	-1.422E+06	 1.680E+02	-1.498E+05	 6.316E+02	 2.295E+05	 3.287E+04	 1.375E+04	 1.460E+05	-2.620E+05	 1.161E+03	 2.363E+01	 1.243E+01	 2.292E+00	 1.297E+00
    5.4900	-6.635E+01	 1.224E+02	-1.240E+04	 1.739E+00	 1.133E+02	 5.616E-04	-3.863E+02	 6.265E+02	-1.027E+04	 1.141E+01	 1.099E+01	 1.976E-03	-7.655E+04	 1.240E+05	-1.639E+04	 3.730E+04	 5.149E+04	 9.971E+00	-1.330E+04	 8.287E+03	-9.245E+04	-4.357E+01	-1.422E+06	 1.688E+02	-1.497E+05	 6.334E+02	 2.309E+05	 3.480E+04	 1.330E+04	 1.476E+05	-2.585E+05	 1.283E+03	 2.358E+01	 1.240E+01	 2.281E+00	 1.301E+00
    5.5200	-6.798E+01	 1.232E+02	-1.240E+04	 1.747E+00	 1.136E+02	 5.617E-04	-3.774E+02	 6.664E+02	-1.019E+04	 1.220E+01	 1.051E+01	 2.106E-03	-7.726E+04	 1.275E+05	-1.643E+04	 3.962E+04	 5.018E+04	 1.005E+01	-1.296E+04	 8.803E+03	-9.271E+04	-3.196E+01	-1.422E+06	 1.696E+02	-1.496E+05	 6.351E+02	 2.321E+05	 3.667E+04	 1.284E+04	 1.492E+05	-2.542E+05	 1.403E+03	 2.354E+01	 1.236E+01	 2.269E+00	 1.304E+00
    5.5500	-6.983E+01	 1.239E+02	-1.240E+04	 1.755E+00	 1.139E+02	 5.621E-04	-3.692E+02	 7.053E+02	-1.012E+04	 1.297E+01	 1.005E+01	 2.232E-03	-7.801E+04	 1.308E+05	-1.647E+04	 4.188E+04	 4.879E+04	 1.012E+01	-1.260E+04	 9.305E+03	-9.297E+04	-2.156E+01	-1.423E+06	 1.704E+02	-1.496E+05	 6.369E+02	 2.332E+05	 3.848E+04	 1.237E+04	 1.505E+05	-2.493E+05	 1.521E+03	 2.351E+01	 1.232E+01	 2.257E+00	 1.307E+00
    5.5800	-7.190E+01	 1.246E+02	-1.240E+04	 1.764E+00	 1.142E+02	 5.629E-04	-3.616E+02	 7.430E+02	-1.004E+04	 1.371E+01	 9.616E+00	 2.355E-03	-7.879E+04	 1.340E+05	-1.652E+04	 4.408E+04	 4.732E+04	 1.019E+01	-1.223E+04	 9.793E+03	-9.323E+04	-1.251E+01	-1.423E+06	 1.712E+02	-1.495E+05	 6.388E+02	 2.341E+05	 4.022E+04	 1.190E+04	 1.518E+05	-2.434E+05	 1.637E+03	 2.349E+01	 1.229E+01	 2.245E+00	 1.310E+00
    5.6100	-7.421E+01	 1.253E+02	-1.240E+04	 1.772E+00	 1.145E+02	 5.642E-04	-3.546E+02	 7.795E+02	-9.953E+03	 1.443E+01	 9.202E+00	 2.474E-03	-7.960E+04	 1.370E+05	-1.657E+04	 4.620E+04	 4.578E+04	 1.025E+01	-1.183E+04	 1.027E+04	-9.348E+04	-4.914E+00	-1.423E+06	 1.721E+02	-1.495E+05	 6.411E+02	 2.349E+05	 4.189E+04	 1.142E+04	 1.529E+05	-2.367E+05	 1.749E+03	 2.349E+01	 1.225E+01	 2.234E+00	 1.312E+00
    5.6400	-7.675E+01	 1.261E+02	-1.240E+04	 1.781E+00	 1.148E+02	 5.661E-04	-3.484E+02	 8.148E+02	-9.865E+03	 1.512E+01	 8.810E+00	 2.589E-03	-8.044E+04	 1.398E+05	-1.661E+04	 4.825E+04	 4.417E+04	 1.031E+01	-1.141E+04	 1.072E+04	-9.373E+04	 1.179E+00	-1.423E+06	 1.729E+02	-1.494E+05	 6.436E+02	 2.355E+05	 4.348E+04	 1.092E+04	 1.538E+05	-2.290E+05	 1.859E+03	 2.350E+01	 1.222E+01	 2.223E+00	 1.314E+00
    5.6700	-7.951E+01	 1.268E+02	-1.240E+04	 1.791E+00	 1.152E+02	 5.688E-04	-3.428E+02	 8.488E+02	-9.774E+03	 1.579E+01	 8.443E+00	 2.699E-03	-8.131E+04	 1.424E+05	-1.666E+04	 5.023E+04	 4.249E+04	 1.036E+01	-1.098E+04	 1.116E+04	-9.398E+04	 5.741E+00	-1.423E+06	 1.739E+02	-1.493E+05	 6.466E+02	 2.360E+05	 4.498E+04	 1.041E+04	 1.547E+05	-2.205E+05	 1.965E+03	 2.353E+01	 1.218E+01	 2.213E+00	 1.316E+00
    5.7000	-8.247E+01	 1.276E+02	-1.240E+04	 1.802E+00	 1.155E+02	 5.722E-04	-3.380E+02	 8.813E+02	-9.679E+03	 1.644E+01	 8.099E+00	 2.805E-03	-8.222E+04	 1.448E+05	-1.671E+04	 5.213E+04	 4.075E+04	 1.041E+01	-1.053E+04	 1.158E+04	-9.423E+04	 8.767E+00	-1.423E+06	 1.749E+02	-1.493E+05	 6.501E+02	 2.363E+05	 4.640E+04	 9.873E+03	 1.554E+05	-2.111E+05	 2.067E+03	 2.358E+01	 1.216E+01	 2.203E+00	 1.318E+00
    5.7300	-8.562E+01	 1.285E+02	-1.240E+04	 1.814E+00	 1.158E+02	 5.766E-04	-3.338E+02	 9.125E+02	-9.581E+03	 1.705E+01	 7.781E+00	 2.907E-03	-8.315E+04	 1.470E+05	-1.676E+04	 5.394E+04	 3.895E+04	 1.045E+01	-1.006E+04	 1.198E+04	-9.447E+04	 1.026E+01	-1.424E+06	 1.761E+02	-1.492E+05	 6.543E+02	 2.365E+05	 4.773E+04	 9.314E+03	 1.561E+05	-2.009E+05	 2.166E+03	 2.364E+01	 1.214E+01	 2.195E+00	 1.319E+00
    5.7600	-8.894E+01	 1.294E+02	-1.240E+04	 1.827E+00	 1.161E+02	 5.819E-04	-3.304E+02	 9.421E+02	-9.479E+03	 1.763E+01	 7.488E+00	 3.004E-03	-8.410E+04	 1.490E+05	-1.681E+04	 5.566E+04	 3.709E+04	 1.048E+01	-9.584E+03	 1.237E+04	-9.472E+04	 1.026E+01	-1.424E+06	 1.774E+02	-1.491E+05	 6.591E+02	 2.367E+05	 4.896E+04	 8.731E+03	 1.566E+05	-1.899E+05	 2.260E+03	 2.372E+01	 1.212E+01	 2.187E+00	 1.321E+00
    5.7900	-9.240E+01	 1.305E+02	-1.240E+04	 1.843E+00	 1.164E+02	 5.882E-04	-3.277E+02	 9.702E+02	-9.375E+03	 1.819E+01	 7.220E+00	 3.096E-03	-8.509E+04	 1.508E+05	-1.686E+04	 5.730E+04	 3.518E+04	 1.051E+01	-9.090E+03	 1.273E+04	-9.496E+04	 8.799E+00	-1.424E+06	 1.789E+02	-1.491E+05	 6.647E+02	 2.367E+05	 5.010E+04	 8.122E+03	 1.571E+05	-1.783E+05	 2.351E+03	 2.381E+01	 1.210E+01	 2.181E+00	 1.322E+00
    5.8200	-9.595E+01	 1.317E+02	-1.240E+04	 1.860E+00	 1.168E+02	 5.957E-04	-3.256E+02	 9.967E+02	-9.268E+03	 1.871E+01	 6.979E+00	 3.182E-03	-8.610E+04	 1.524E+05	-1.691E+04	 5.885E+04	 3.321E+04	 1.053E+01	-8.583E+03	 1.308E+04	-9.521E+04	 5.946E+00	-1.424E+06	 1.806E+02	-1.490E+05	 6.712E+02	 2.366E+05	 5.113E+04	 7.486E+03	 1.575E+05	-1.662E+05	 2.436E+03	 2.392E+01	 1.210E+01	 2.175E+00	 1.323E+00
    5.8500	-9.957E+01	 1.330E+02	-1.240E+04	 1.879E+00	 1.171E+02	 6.044E-04	-3.243E+02	 1.022E+03	-9.159E+03	 1.920E+01	 6.763E+00	 3.264E-03	-8.713E+04	 1.538E+05	-1.696E+04	 6.030E+04	 3.120E+04	 1.055E+01	-8.064E+03	 1.340E+04	-9.546E+04	 1.797E+00	-1.424E+06	 1.825E+02	-1.489E+05	 6.786E+02	 2.364E+05	 5.207E+04	 6.825E+03	 1.578E+05	-1.535E+05	 2.518E+03	 2.405E+01	 1.209E+01	 2.171E+00	 1.323E+00
    5.8800	-1.032E+02	 1.344E+02	-1.240E+04	 1.901E+00	 1.174E+02	 6.143E-04	-3.236E+02	 1.045E+03	-9.047E+03	 1.966E+01	 6.574E+00	 3.340E-03	-8.819E+04	 1.550E+05	-1.701E+04	 6.165E+04	 2.915E+04	 1.056E+01	-7.535E+03	 1.370E+04	-9.571E+04	-3.516E+00	-1.425E+06	 1.846E+02	-1.489E+05	 6.869E+02	 2.362E+05	 5.291E+04	 6.140E+03	 1.582E+05	-1.406E+05	 2.594E+03	 2.419E+01	 1.210E+01	 2.168E+00	 1.324E+00
    5.9100	-1.068E+02	 1.360E+02	-1.240E+04	 1.926E+00	 1.177E+02	 6.255E-04	-3.235E+02	 1.066E+03	-8.934E+03	 2.008E+01	 6.410E+00	 3.410E-03	-8.927E+04	 1.560E+05	-1.706E+04	 6.291E+04	 2.706E+04	 1.056E+01	-6.995E+03	 1.398E+04	-9.596E+04	-9.832E+00	-1.425E+06	 1.870E+02	-1.488E+05	 6.964E+02	 2.359E+05	 5.364E+04	 5.431E+03	 1.584E+05	-1.275E+05	 2.666E+03	 2.434E+01	 1.210E+01	 2.166E+00	 1.324E+00
    5.9400	-1.104E+02	 1.378E+02	-1.240E+04	 1.953E+00	 1.181E+02	 6.379E-04	-3.241E+02	 1.086E+03	-8.818E+03	 2.047E+01	 6.273E+00	 3.475E-03	-9.037E+04	 1.568E+05	-1.711E+04	 6.407E+04	 2.494E+04	 1.055E+01	-6.447E+03	 1.424E+04	-9.622E+04	-1.696E+01	-1.425E+06	 1.896E+02	-1.487E+05	 7.068E+02	 2.356E+05	 5.428E+04	 4.703E+03	 1.587E+05	-1.143E+05	 2.733E+03	 2.451E+01	 1.211E+01	 2.165E+00	 1.325E+00
    5.9700	-1.139E+02	 1.398E+02	-1.240E+04	 1.983E+00	 1.184E+02	 6.515E-04	-3.253E+02	 1.104E+03	-8.701E+03	 2.083E+01	 6.161E+00	 3.534E-03	-9.149E+04	 1.574E+05	-1.716E+04	 6.513E+04	 2.278E+04	 1.055E+01	-5.891E+03	 1.447E+04	-9.648E+04	-2.467E+01	-1.425E+06	 1.926E+02	-1.487E+05	 7.184E+02	 2.353E+05	 5.482E+04	 3.959E+03	 1.590E+05	-1.013E+05	 2.795E+03	 2.470E+01	 1.213E+01	 2.166E+00	 1.325E+00
    6.0000	-1.173E+02	 1.420E+02	-1.240E+04	 2.016E+00	 1.188E+02	 6.663E-04	-3.272E+02	 1.121E+03	-8.583E+03	 2.115E+01	 6.075E+00	 3.588E-03	-9.262E+04	 1.579E+05	-1.721E+04	 6.609E+04	 2.060E+04	 1.053E+01	-5.328E+03	 1.468E+04	-9.675E+04	-3.273E+01	-1.425E+06	 1.958E+02	-1.486E+05	 7.311E+02	 2.350E+05	 5.526E+04	 3.203E+03	 1.593E+05	-8.850E+04	 2.852E+03	 2.489E+01	 1.215E+01	 2.168E+00	 1.325E+00
    6.0300	-1.205E+02	 1.444E+02	-1.240E+04	 2.052E+00	 1.191E+02	 6.822E-04	-3.295E+02	 1.135E+03	-8.463E+03	 2.144E+01	 6.013E+00	 3.635E-03	-9.378E+04	 1.581E+05	-1.727E+04	 6.694E+04	 1.840E+04	 1.052E+01	-4.759E+03	 1.487E+04	-9.702E+04	-4.085E+01	-1.426E+06	 1.993E+02	-1.485E+05	 7.448E+02	 2.347E+05	 5.562E+04	 2.439E+03	 1.596E+05	-7.610E+04	 2.905E+03	 2.510E+01	 1.217E+01	 2.171E+00	 1.325E+00
    6.0600	-1.235E+02	 1.470E+02	-1.240E+04	 2.091E+00	 1.194E+02	 6.992E-04	-3.325E+02	 1.148E+03	-8.343E+03	 2.169E+01	 5.977E+00	 3.676E-03	-9.494E+04	 1.583E+05	-1.732E+04	 6.770E+04	 1.618E+04	 1.050E+01	-4.186E+03	 1.504E+04	-9.730E+04	-4.875E+01	-1.426E+06	 2.030E+02	-1.485E+05	 7.596E+02	 2.344E+05	 5.588E+04	 1.672E+03	 1.599E+05	-6.423E+04	 2.952E+03	 2.532E+01	 1.219E+01	 2.175E+00	 1.325E+00
    6.0900	-1.263E+02	 1.498E+02	-1.240E+04	 2.133E+00	 1.198E+02	 7.171E-04	-3.359E+02	 1.159E+03	-8.221E+03	 2.191E+01	 5.964E+00	 3.712E-03	-9.612E+04	 1.582E+05	-1.737E+04	 6.835E+04	 1.395E+04	 1.047E+01	-3.609E+03	 1.519E+04	-9.759E+04	-5.612E+01	-1.426E+06	 2.071E+02	-1.484E+05	 7.755E+02	 2.341E+05	 5.606E+04	 9.077E+02	 1.603E+05	-5.300E+04	 2.994E+03	 2.555E+01	 1.221E+01	 2.180E+00	 1.325E+00
    6.1200	-1.288E+02	 1.529E+02	-1.240E+04	 2.178E+00	 1.201E+02	 7.359E-04	-3.399E+02	 1.169E+03	-8.100E+03	 2.210E+01	 5.976E+00	 3.741E-03	-9.731E+04	 1.581E+05	-1.742E+04	 6.891E+04	 1.171E+04	 1.045E+01	-3.029E+03	 1.531E+04	-9.788E+04	-6.267E+01	-1.426E+06	 2.115E+02	-1.483E+05	 7.923E+02	 2.339E+05	 5.616E+04	 1.498E+02	 1.607E+05	-4.252E+04	 3.032E+03	 2.579E+01	 1.223E+01	 2.187E+00	 1.324E+00
    6.1500	-1.311E+02	 1.561E+02	-1.240E+04	 2.226E+00	 1.205E+02	 7.554E-04	-3.443E+02	 1.176E+03	-7.977E+03	 2.225E+01	 6.011E+00	 3.763E-03	-9.851E+04	 1.578E+05	-1.747E+04	 6.936E+04	 9.453E+03	 1.042E+01	-2.448E+03	 1.541E+04	-9.818E+04	-6.811E+01	-1.427E+06	 2.161E+02	-1.483E+05	 8.100E+02	 2.337E+05	 5.616E+04	-5.947E+02	 1.611E+05	-3.287E+04	 3.064E+03	 2.603E+01	 1.224E+01	 2.192E+00	 1.323E+00
    6.1800	-1.331E+02	 1.596E+02	-1.240E+04	 2.277E+00	 1.208E+02	 7.757E-04	-3.492E+02	 1.182E+03	-7.855E+03	 2.236E+01	 6.069E+00	 3.779E-03	-9.972E+04	 1.572E+05	-1.752E+04	 6.971E+04	 7.198E+03	 1.039E+01	-1.865E+03	 1.549E+04	-9.849E+04	-7.226E+01	-1.427E+06	 2.211E+02	-1.482E+05	 8.287E+02	 2.334E+05	 5.609E+04	-1.312E+03	 1.615E+05	-2.412E+04	 3.090E+03	 2.628E+01	 1.226E+01	 2.197E+00	 1.322E+00
    6.2100	-1.348E+02	 1.634E+02	-1.240E+04	 2.330E+00	 1.212E+02	 7.965E-04	-3.546E+02	 1.186E+03	-7.733E+03	 2.245E+01	 6.150E+00	 3.789E-03	-1.009E+05	 1.566E+05	-1.758E+04	 6.996E+04	 4.942E+03	 1.036E+01	-1.282E+03	 1.555E+04	-9.881E+04	-7.498E+01	-1.427E+06	 2.263E+02	-1.481E+05	 8.482E+02	 2.332E+05	 5.594E+04	-1.985E+03	 1.619E+05	-1.636E+04	 3.112E+03	 2.655E+01	 1.227E+01	 2.200E+00	 1.320E+00
    6.2400	-1.362E+02	 1.673E+02	-1.240E+04	 2.387E+00	 1.215E+02	 8.178E-04	-3.604E+02	 1.189E+03	-7.611E+03	 2.250E+01	 6.252E+00	 3.792E-03	-1.021E+05	 1.558E+05	-1.763E+04	 7.011E+04	 2.689E+03	 1.033E+01	-7.002E+02	 1.558E+04	-9.913E+04	-7.597E+01	-1.427E+06	 2.317E+02	-1.480E+05	 8.685E+02	 2.329E+05	 5.573E+04	-2.605E+03	 1.623E+05	-9.660E+03	 3.128E+03	 2.682E+01	 1.229E+01	 2.202E+00	 1.318E+00
    6.2700	-1.373E+02	 1.715E+02	-1.240E+04	 2.445E+00	 1.219E+02	 8.395E-04	-3.666E+02	 1.190E+03	-7.489E+03	 2.251E+01	 6.377E+00	 3.789E-03	-1.034E+05	 1.549E+05	-1.768E+04	 7.017E+04	 4.409E+02	 1.029E+01	-1.195E+02	 1.559E+04	-9.946E+04	-7.493E+01	-1.427E+06	 2.375E+02	-1.480E+05	 8.895E+02	 2.327E+05	 5.545E+04	-3.177E+03	 1.627E+05	-4.031E+03	 3.140E+03	 2.709E+01	 1.230E+01	 2.204E+00	 1.316E+00
    6.3000	-1.381E+02	 1.758E+02	-1.240E+04	 2.507E+00	 1.222E+02	 8.613E-04	-3.731E+02	 1.189E+03	-7.367E+03	 2.249E+01	 6.522E+00	 3.779E-03	-1.046E+05	 1.539E+05	-1.772E+04	 7.013E+04	-1.798E+03	 1.025E+01	 4.589E+02	 1.558E+04	-9.979E+04	-7.166E+01	-1.428E+06	 2.434E+02	-1.479E+05	 9.111E+02	 2.324E+05	 5.511E+04	-3.695E+03	 1.631E+05	 4.926E+02	 3.147E+03	 2.736E+01	 1.231E+01	 2.204E+00	 1.314E+00
    6.3300	-1.386E+02	 1.804E+02	-1.240E+04	 2.570E+00	 1.226E+02	 8.834E-04	-3.801E+02	 1.186E+03	-7.247E+03	 2.244E+01	 6.688E+00	 3.762E-03	-1.058E+05	 1.528E+05	-1.777E+04	 6.999E+04	-4.025E+03	 1.021E+01	 1.034E+03	 1.555E+04	-1.001E+05	-6.618E+01	-1.428E+06	 2.496E+02	-1.478E+05	 9.332E+02	 2.321E+05	 5.469E+04	-4.176E+03	 1.634E+05	 3.880E+03	 3.150E+03	 2.763E+01	 1.232E+01	 2.204E+00	 1.312E+00
    6.3600	-1.388E+02	 1.851E+02	-1.240E+04	 2.636E+00	 1.230E+02	 9.056E-04	-3.874E+02	 1.182E+03	-7.127E+03	 2.236E+01	 6.874E+00	 3.738E-03	-1.070E+05	 1.516E+05	-1.782E+04	 6.976E+04	-6.238E+03	 1.018E+01	 1.606E+03	 1.550E+04	-1.005E+05	-5.870E+01	-1.428E+06	 2.559E+02	-1.478E+05	 9.560E+02	 2.319E+05	 5.418E+04	-4.637E+03	 1.639E+05	 6.102E+03	 3.150E+03	 2.789E+01	 1.233E+01	 2.203E+00	 1.311E+00
    6.3900	-1.387E+02	 1.900E+02	-1.240E+04	 2.704E+00	 1.233E+02	 9.282E-04	-3.951E+02	 1.176E+03	-7.008E+03	 2.225E+01	 7.080E+00	 3.706E-03	-1.083E+05	 1.502E+05	-1.787E+04	 6.943E+04	-8.435E+03	 1.014E+01	 2.174E+03	 1.543E+04	-1.008E+05	-4.935E+01	-1.428E+06	 2.625E+02	-1.477E+05	 9.794E+02	 2.317E+05	 5.359E+04	-5.092E+03	 1.644E+05	 7.144E+03	 3.147E+03	 2.813E+01	 1.233E+01	 2.202E+00	 1.309E+00
    6.4200	-1.382E+02	 1.952E+02	-1.240E+04	 2.774E+00	 1.237E+02	 9.511E-04	-4.031E+02	 1.169E+03	-6.890E+03	 2.210E+01	 7.306E+00	 3.668E-03	-1.095E+05	 1.488E+05	-1.791E+04	 6.902E+04	-1.061E+04	 1.011E+01	 2.736E+03	 1.534E+04	-1.012E+05	-3.815E+01	-1.428E+06	 2.693E+02	-1.476E+05	 1.003E+03	 2.317E+05	 5.293E+04	-5.535E+03	 1.650E+05	 7.015E+03	 3.141E+03	 2.836E+01	 1.232E+01	 2.201E+00	 1.308E+00
    6.4500	-1.374E+02	 2.004E+02	-1.240E+04	 2.845E+00	 1.240E+02	 9.741E-04	-4.115E+02	 1.160E+03	-6.773E+03	 2.193E+01	 7.550E+00	 3.623E-03	-1.107E+05	 1.474E+05	-1.796E+04	 6.851E+04	-1.277E+04	 1.008E+01	 3.293E+03	 1.522E+04	-1.016E+05	-2.478E+01	-1.429E+06	 2.763E+02	-1.476E+05	 1.028E+03	 2.318E+05	 5.219E+04	-5.956E+03	 1.658E+05	 5.767E+03	 3.130E+03	 2.857E+01	 1.230E+01	 2.200E+00	 1.306E+00
    6.4800	-1.361E+02	 2.058E+02	-1.239E+04	 2.918E+00	 1.244E+02	 9.968E-04	-4.202E+02	 1.150E+03	-6.658E+03	 2.172E+01	 7.813E+00	 3.571E-03	-1.119E+05	 1.459E+05	-1.800E+04	 6.792E+04	-1.490E+04	 1.006E+01	 3.844E+03	 1.509E+04	-1.019E+05	-8.769E+00	-1.429E+06	 2.834E+02	-1.475E+05	 1.052E+03	 2.321E+05	 5.139E+04	-6.363E+03	 1.666E+05	 3.423E+03	 3.116E+03	 2.876E+01	 1.228E+01	 2.198E+00	 1.304E+00
    6.5100	-1.346E+02	 2.113E+02	-1.239E+04	 2.992E+00	 1.247E+02	 1.019E-03	-4.292E+02	 1.138E+03	-6.544E+03	 2.149E+01	 8.094E+00	 3.513E-03	-1.132E+05	 1.443E+05	-1.805E+04	 6.723E+04	-1.701E+04	 1.004E+01	 4.388E+03	 1.494E+04	-1.023E+05	 1.017E+01	-1.429E+06	 2.906E+02	-1.474E+05	 1.077E+03	 2.325E+05	 5.052E+04	-6.762E+03	 1.676E+05	 1.589E+01	 3.098E+03	 2.895E+01	 1.225E+01	 2.197E+00	 1.303E+00
    6.5400	-1.328E+02	 2.170E+02	-1.239E+04	 3.067E+00	 1.250E+02	 1.041E-03	-4.386E+02	 1.124E+03	-6.431E+03	 2.122E+01	 8.393E+00	 3.448E-03	-1.144E+05	 1.427E+05	-1.809E+04	 6.647E+04	-1.908E+04	 1.003E+01	 4.925E+03	 1.477E+04	-1.027E+05	 3.202E+01	-1.429E+06	 2.978E+02	-1.474E+05	 1.101E+03	 2.330E+05	 4.958E+04	-7.152E+03	 1.686E+05	-4.408E+03	 3.077E+03	 2.912E+01	 1.220E+01	 2.196E+00	 1.301E+00
    6.5700	-1.308E+02	 2.227E+02	-1.239E+04	 3.142E+00	 1.254E+02	 1.062E-03	-4.483E+02	 1.109E+03	-6.321E+03	 2.093E+01	 8.710E+00	 3.376E-03	-1.156E+05	 1.410E+05	-1.813E+04	 6.561E+04	-2.113E+04	 1.002E+01	 5.455E+03	 1.458E+04	-1.030E+05	 5.657E+01	-1.429E+06	 3.051E+02	-1.473E+05	 1.126E+03	 2.337E+05	 4.857E+04	-7.524E+03	 1.698E+05	-9.774E+03	 3.051E+03	 2.928E+01	 1.215E+01	 2.196E+00	 1.298E+00
    6.6000	-1.285E+02	 2.284E+02	-1.239E+04	 3.218E+00	 1.257E+02	 1.082E-03	-4.583E+02	 1.093E+03	-6.212E+03	 2.061E+01	 9.045E+00	 3.299E-03	-1.168E+05	 1.393E+05	-1.817E+04	 6.467E+04	-2.315E+04	 1.002E+01	 5.976E+03	 1.437E+04	-1.034E+05	 8.358E+01	-1.430E+06	 3.125E+02	-1.473E+05	 1.150E+03	 2.344E+05	 4.752E+04	-7.873E+03	 1.710E+05	-1.600E+04	 3.022E+03	 2.943E+01	 1.208E+01	 2.196E+00	 1.296E+00
    6.6300	-1.261E+02	 2.343E+02	-1.239E+04	 3.294E+00	 1.261E+02	 1.103E-03	-4.686E+02	 1.075E+03	-6.104E+03	 2.026E+01	 9.397E+00	 3.215E-03	-1.179E+05	 1.376E+05	-1.821E+04	 6.366E+04	-2.514E+04	 1.002E+01	 6.489E+03	 1.414E+04	-1.038E+05	 1.129E+02	-1.430E+06	 3.199E+02	-1.472E+05	 1.174E+03	 2.353E+05	 4.641E+04	-8.195E+03	 1.722E+05	-2.302E+04	 2.990E+03	 2.956E+01	 1.201E+01	 2.197E+00	 1.294E+00
    6.6600	-1.235E+02	 2.401E+02	-1.239E+04	 3.370E+00	 1.264E+02	 1.122E-03	-4.793E+02	 1.056E+03	-5.999E+03	 1.988E+01	 9.766E+00	 3.125E-03	-1.191E+05	 1.358E+05	-1.825E+04	 6.255E+04	-2.709E+04	 1.003E+01	 6.994E+03	 1.390E+04	-1.042E+05	 1.445E+02	-1.430E+06	 3.272E+02	-1.471E+05	 1.198E+03	 2.362E+05	 4.525E+04	-8.486E+03	 1.735E+05	-3.073E+04	 2.954E+03	 2.969E+01	 1.192E+01	 2.199E+00	 1.291E+00
    6.6900	-1.207E+02	 2.460E+02	-1.239E+04	 3.446E+00	 1.267E+02	 1.141E-03	-4.902E+02	 1.036E+03	-5.895E+03	 1.947E+01	 1.015E+01	 3.029E-03	-1.203E+05	 1.339E+05	-1.829E+04	 6.137E+04	-2.901E+04	 1.004E+01	 7.489E+03	 1.364E+04	-1.046E+05	 1.783E+02	-1.430E+06	 3.346E+02	-1.471E+05	 1.222E+03	 2.373E+05	 4.404E+04	-8.746E+03	 1.748E+05	-3.905E+04	 2.915E+03	 2.979E+01	 1.182E+01	 2.203E+00	 1.289E+00
    6.7200	-1.178E+02	 2.519E+02	-1.239E+04	 3.521E+00	 1.270E+02	 1.158E-03	-5.016E+02	 1.014E+03	-5.794E+03	 1.904E+01	 1.056E+01	 2.928E-03	-1.214E+05	 1.320E+05	-1.833E+04	 6.011E+04	-3.088E+04	 1.006E+01	 7.974E+03	 1.336E+04	-1.049E+05	 2.143E+02	-1.430E+06	 3.419E+02	-1.470E+05	 1.245E+03	 2.384E+05	 4.279E+04	-8.971E+03	 1.761E+05	-4.789E+04	 2.872E+03	 2.988E+01	 1.172E+01	 2.207E+00	 1.286E+00
    6.7500	-1.148E+02	 2.578E+02	-1.239E+04	 3.595E+00	 1.273E+02	 1.175E-03	-5.132E+02	 9.904E+02	-5.695E+03	 1.858E+01	 1.098E+01	 2.822E-03	-1.226E+05	 1.301E+05	-1.836E+04	 5.877E+04	-3.272E+04	 1.009E+01	 8.449E+03	 1.306E+04	-1.053E+05	 2.523E+02	-1.431E+06	 3.491E+02	-1.470E+05	 1.268E+03	 2.396E+05	 4.150E+04	-9.159E+03	 1.774E+05	-5.716E+04	 2.826E+03	 2.996E+01	 1.160E+01	 2.213E+00	 1.283E+00
    6.7800	-1.118E+02	 2.636E+02	-1.239E+04	 3.669E+00	 1.276E+02	 1.192E-03	-5.252E+02	 9.659E+02	-5.598E+03	 1.810E+01	 1.142E+01	 2.712E-03	-1.237E+05	 1.281E+05	-1.840E+04	 5.736E+04	-3.452E+04	 1.012E+01	 8.914E+03	 1.275E+04	-1.057E+05	 2.922E+02	-1.431E+06	 3.562E+02	-1.469E+05	 1.290E+03	 2.408E+05	 4.018E+04	-9.308E+03	 1.787E+05	-6.676E+04	 2.777E+03	 3.003E+01	 1.148E+01	 2.220E+00	 1.280E+00
    6.8100	-1.087E+02	 2.693E+02	-1.239E+04	 3.741E+00	 1.279E+02	 1.207E-03	-5.375E+02	 9.400E+02	-5.503E+03	 1.759E+01	 1.187E+01	 2.598E-03	-1.248E+05	 1.261E+05	-1.843E+04	 5.587E+04	-3.627E+04	 1.015E+01	 9.367E+03	 1.241E+04	-1.060E+05	 3.336E+02	-1.431E+06	 3.633E+02	-1.469E+05	 1.311E+03	 2.421E+05	 3.882E+04	-9.419E+03	 1.799E+05	-7.661E+04	 2.724E+03	 3.008E+01	 1.135E+01	 2.229E+00	 1.277E+00
