time_[s],x_[m],y_[m],z_[m],theta_x_[rad],theta_y_[rad],theta_z_[rad],xdot_[m/s],ydot_[m/s],zdot_[m/s],omega_x_g_[rad/s],omega_y_g_[rad/s],omega_z_g_[rad/s],xddot_[m^2/s],yddot_[m^2/s],zddot_[m^2/s],alpha_x_g_[rad/s],alpha_y_g_[rad/s],alpha_z_g_[rad/s]
3.9300,20.1200,-0.0157,-0.0187,0.0005,-0.0431,0.0001,0.0948,-0.0036,0.0048,-0.0005,-0.0041,0.0000,0.0785,-0.0006,0.0144,0.0011,0.0088,-0.0002
3.9600,20.1200,-0.0158,-0.0186,0.0005,-0.0433,0.0001,0.0972,-0.0036,0.0052,-0.0004,-0.0038,0.0000,0.0794,-0.0011,0.0135,0.0012,0.0088,-0.0001
3.9900,20.1300,-0.0159,-0.0184,0.0005,-0.0434,0.0001,0.0995,-0.0036,0.0056,-0.0004,-0.0035,0.0000,0.0787,-0.0016,0.0121,0.0012,0.0086,-0.0001
4.0200,20.1300,-0.0160,-0.0182,0.0005,-0.0435,0.0001,0.1019,-0.0037,0.0060,-0.0003,-0.0033,0.0000,0.0805,-0.0022,0.0128,0.0013,0.0086,-0.0001
4.0500,20.1300,-0.0161,-0.0181,0.0005,-0.0436,0.0001,0.1044,-0.0038,0.0064,-0.0003,-0.0030,0.0000,0.0846,-0.0024,0.0146,0.0014,0.0088,-0.0001
4.0800,20.1400,-0.0162,-0.0179,0.0005,-0.0437,0.0001,0.1070,-0.0038,0.0069,-0.0003,-0.0028,0.0000,0.0879,-0.0023,0.0162,0.0015,0.0089,-0.0001
4.1100,20.1400,-0.0164,-0.0176,0.0005,-0.0437,0.0001,0.1097,-0.0039,0.0074,-0.0002,-0.0025,0.0000,0.0899,-0.0023,0.0169,0.0015,0.0089,-0.0001
4.1400,20.1400,-0.0165,-0.0174,0.0005,-0.0438,0.0001,0.1124,-0.0040,0.0079,-0.0002,-0.0022,0.0000,0.0898,-0.0022,0.0160,0.0016,0.0088,-0.0002
4.1700,20.1500,-0.0166,-0.0172,0.0005,-0.0439,0.0001,0.1150,-0.0040,0.0083,-0.0001,-0.0020,0.0000,0.0873,-0.0023,0.0135,0.0016,0.0086,-0.0002
4.2000,20.1500,-0.0167,-0.0169,0.0004,-0.0439,0.0001,0.1176,-0.0041,0.0087,-0.0001,-0.0017,0.0000,0.0856,-0.0027,0.0115,0.0016,0.0084,-0.0001
4.2300,20.1500,-0.0168,-0.0166,0.0004,-0.0440,0.0001,0.1202,-0.0042,0.0090,0.0000,-0.0015,0.0000,0.0863,-0.0030,0.0113,0.0016,0.0083,-0.0001
4.2600,20.1600,-0.0170,-0.0164,0.0004,-0.0440,0.0001,0.1228,-0.0043,0.0094,0.0000,-0.0012,0.0000,0.0892,-0.0033,0.0128,0.0016,0.0084,-0.0001
4.2900,20.1600,-0.0171,-0.0161,0.0004,-0.0440,0.0001,0.1256,-0.0044,0.0098,0.0001,-0.0010,0.0000,0.0939,-0.0035,0.0155,0.0015,0.0086,0.0000
4.3200,20.1600,-0.0172,-0.0158,0.0005,-0.0441,0.0001,0.1284,-0.0045,0.0103,0.0001,-0.0007,0.0000,0.0978,-0.0033,0.0178,0.0015,0.0088,-0.0001
4.3500,20.1700,-0.0174,-0.0155,0.0005,-0.0441,0.0001,0.1314,-0.0046,0.0108,0.0002,-0.0004,0.0000,0.0991,-0.0031,0.0182,0.0015,0.0088,-0.0001
4.3800,20.1700,-0.0175,-0.0151,0.0005,-0.0441,0.0001,0.1344,-0.0047,0.0114,0.0002,-0.0002,0.0000,0.0980,-0.0028,0.0169,0.0014,0.0086,-0.0001
4.4100,20.1800,-0.0177,-0.0148,0.0005,-0.0441,0.0001,0.1373,-0.0048,0.0118,0.0002,0.0001,0.0000,0.0955,-0.0027,0.0146,0.0014,0.0084,-0.0001
4.4400,20.1800,-0.0178,-0.0144,0.0005,-0.0441,0.0001,0.1401,-0.0049,0.0123,0.0003,0.0003,0.0000,0.0935,-0.0027,0.0127,0.0013,0.0082,-0.0001
4.4700,20.1800,-0.0179,-0.0140,0.0005,-0.0441,0.0001,0.1429,-0.0049,0.0126,0.0003,0.0006,0.0000,0.0935,-0.0028,0.0122,0.0012,0.0081,-0.0001
4.5000,20.1900,-0.0181,-0.0137,0.0005,-0.0441,0.0001,0.1457,-0.0050,0.0130,0.0004,0.0008,0.0000,0.0949,-0.0029,0.0128,0.0011,0.0081,0.0000
4.5300,20.1900,-0.0182,-0.0133,0.0005,-0.0440,0.0001,0.1486,-0.0051,0.0134,0.0004,0.0011,0.0000,0.0964,-0.0029,0.0135,0.0010,0.0082,0.0000
4.5600,20.2000,-0.0184,-0.0129,0.0005,-0.0440,0.0001,0.1515,-0.0052,0.0138,0.0004,0.0013,0.0000,0.0988,-0.0027,0.0148,0.0008,0.0082,0.0000
4.5900,20.2000,-0.0186,-0.0124,0.0005,-0.0439,0.0001,0.1545,-0.0053,0.0143,0.0004,0.0016,0.0000,0.1009,-0.0023,0.0161,0.0007,0.0083,0.0000
4.6200,20.2100,-0.0187,-0.0120,0.0005,-0.0439,0.0001,0.1576,-0.0053,0.0148,0.0005,0.0018,0.0000,0.1007,-0.0019,0.0156,0.0006,0.0082,0.0000
4.6500,20.2100,-0.0189,-0.0116,0.0006,-0.0438,0.0001,0.1605,-0.0054,0.0152,0.0005,0.0021,0.0000,0.0976,-0.0016,0.0129,0.0005,0.0080,-0.0001
4.6800,20.2200,-0.0190,-0.0111,0.0006,-0.0438,0.0001,0.1634,-0.0054,0.0155,0.0005,0.0023,0.0000,0.0935,-0.0013,0.0097,0.0004,0.0076,-0.0001
4.7100,20.2200,-0.0192,-0.0106,0.0006,-0.0437,0.0001,0.1662,-0.0055,0.0158,0.0005,0.0025,0.0000,0.0939,-0.0013,0.0097,0.0002,0.0076,0.0000
4.7400,20.2300,-0.0194,-0.0101,0.0006,-0.0436,0.0001,0.1690,-0.0055,0.0161,0.0005,0.0027,0.0000,0.0965,-0.0013,0.0112,0.0001,0.0077,0.0000
4.7700,20.2300,-0.0195,-0.0097,0.0006,-0.0435,0.0001,0.1720,-0.0055,0.0165,0.0005,0.0030,0.0000,0.0992,-0.0012,0.0129,-0.0001,0.0078,0.0000
4.8000,20.2400,-0.0197,-0.0092,0.0006,-0.0434,0.0001,0.1750,-0.0056,0.0169,0.0005,0.0032,0.0000,0.1016,-0.0009,0.0143,-0.0002,0.0078,0.0000
4.8300,20.2400,-0.0199,-0.0086,0.0006,-0.0433,0.0001,0.1780,-0.0056,0.0173,0.0005,0.0034,0.0000,0.0998,-0.0006,0.0127,-0.0003,0.0077,0.0000
4.8600,20.2500,-0.0200,-0.0081,0.0007,-0.0432,0.0001,0.1810,-0.0056,0.0176,0.0005,0.0037,0.0000,0.0951,-0.0001,0.0091,-0.0005,0.0073,0.0000
4.8900,20.2500,-0.0202,-0.0076,0.0007,-0.0431,0.0001,0.1837,-0.0056,0.0179,0.0005,0.0039,0.0000,0.0904,0.0003,0.0055,-0.0006,0.0070,0.0000
4.9200,20.2600,-0.0204,-0.0070,0.0007,-0.0430,0.0001,0.1864,-0.0056,0.0180,0.0004,0.0041,0.0000,0.0873,0.0005,0.0029,-0.0007,0.0068,0.0000
4.9500,20.2600,-0.0205,-0.0065,0.0007,-0.0429,0.0001,0.1890,-0.0056,0.0181,0.0004,0.0043,0.0000,0.0886,0.0006,0.0034,-0.0008,0.0067,0.0000
4.9800,20.2700,-0.0207,-0.0060,0.0007,-0.0427,0.0001,0.1917,-0.0056,0.0182,0.0004,0.0045,0.0000,0.0930,0.0006,0.0063,-0.0010,0.0069,0.0000
5.0100,20.2800,-0.0209,-0.0054,0.0007,-0.0426,0.0001,0.1946,-0.0055,0.0184,0.0004,0.0047,0.0000,0.0975,0.0006,0.0091,-0.0011,0.0071,0.0001
5.0400,20.2800,-0.0210,-0.0049,0.0007,-0.0425,0.0001,0.1976,-0.0055,0.0187,0.0003,0.0049,0.0000,0.0997,0.0008,0.0104,-0.0012,0.0071,0.0001
5.0700,20.2900,-0.0212,-0.0043,0.0007,-0.0423,0.0001,0.2005,-0.0055,0.0190,0.0003,0.0051,0.0000,0.0977,0.0010,0.0086,-0.0013,0.0069,0.0001
5.1000,20.2900,-0.0214,-0.0037,0.0008,-0.0421,0.0001,0.2034,-0.0055,0.0192,0.0002,0.0053,0.0000,0.0932,0.0014,0.0051,-0.0013,0.0066,0.0001
5.1300,20.3000,-0.0215,-0.0031,0.0008,-0.0420,0.0001,0.2061,-0.0054,0.0193,0.0002,0.0055,0.0000,0.0896,0.0016,0.0022,-0.0014,0.0063,0.0000
5.1600,20.3100,-0.0217,-0.0026,0.0008,-0.0418,0.0001,0.2088,-0.0054,0.0194,0.0002,0.0057,0.0000,0.0886,0.0018,0.0011,-0.0014,0.0061,0.0000
5.1900,20.3100,-0.0219,-0.0020,0.0008,-0.0416,0.0001,0.2115,-0.0053,0.0194,0.0001,0.0059,0.0000,0.0907,0.0017,0.0023,-0.0015,0.0062,0.0000
5.2200,20.3200,-0.0220,-0.0014,0.0008,-0.0415,0.0001,0.2143,-0.0053,0.0195,0.0001,0.0061,0.0000,0.0938,0.0016,0.0043,-0.0015,0.0062,0.0001
5.2500,20.3300,-0.0222,-0.0008,0.0008,-0.0413,0.0001,0.2171,-0.0052,0.0197,0.0000,0.0063,0.0000,0.0950,0.0015,0.0049,-0.0016,0.0062,0.0001
5.2800,20.3300,-0.0223,-0.0002,0.0008,-0.0411,0.0001,0.2199,-0.0052,0.0198,0.0000,0.0065,0.0000,0.0934,0.0014,0.0035,-0.0016,0.0060,0.0001
5.3100,20.3400,-0.0225,0.0004,0.0008,-0.0409,0.0001,0.2227,-0.0051,0.0199,-0.0001,0.0066,0.0000,0.0896,0.0015,0.0007,-0.0016,0.0057,0.0001
5.3400,20.3500,-0.0226,0.0010,0.0008,-0.0407,0.0001,0.2253,-0.0051,0.0199,-0.0001,0.0068,0.0000,0.0860,0.0015,-0.0020,-0.0015,0.0054,0.0000
5.3700,20.3500,-0.0228,0.0016,0.0008,-0.0405,0.0001,0.2279,-0.0050,0.0198,-0.0002,0.0070,0.0000,0.0852,0.0016,-0.0026,-0.0015,0.0053,0.0000
5.4000,20.3600,-0.0229,0.0022,0.0008,-0.0403,0.0001,0.2305,-0.0050,0.0197,-0.0002,0.0071,0.0000,0.0875,0.0015,-0.0011,-0.0014,0.0053,0.0000
5.4300,20.3700,-0.0231,0.0028,0.0008,-0.0401,0.0001,0.2331,-0.0049,0.0197,-0.0002,0.0073,0.0000,0.0911,0.0013,0.0014,-0.0014,0.0054,0.0000
5.4600,20.3700,-0.0232,0.0034,0.0007,-0.0398,0.0001,0.2359,-0.0049,0.0198,-0.0003,0.0074,0.0000,0.0934,0.0010,0.0031,-0.0013,0.0054,0.0000
5.4900,20.3800,-0.0234,0.0040,0.0007,-0.0396,0.0001,0.2387,-0.0049,0.0199,-0.0003,0.0076,0.0000,0.0922,0.0007,0.0022,-0.0013,0.0053,0.0000
5.5200,20.3900,-0.0235,0.0046,0.0007,-0.0394,0.0001,0.2414,-0.0049,0.0199,-0.0004,0.0078,0.0000,0.0876,0.0004,-0.0009,-0.0012,0.0049,0.0000
5.5500,20.3900,-0.0237,0.0051,0.0007,-0.0391,0.0001,0.2439,-0.0049,0.0198,-0.0004,0.0079,0.0000,0.0817,0.0002,-0.0048,-0.0011,0.0045,0.0000
5.5800,20.4000,-0.0238,0.0057,0.0007,-0.0389,0.0001,0.2463,-0.0048,0.0196,-0.0004,0.0080,0.0000,0.0775,0.0000,-0.0076,-0.0009,0.0042,-0.0001
5.6100,20.4100,-0.0240,0.0063,0.0007,-0.0387,0.0001,0.2486,-0.0049,0.0194,-0.0005,0.0081,0.0000,0.0767,-0.0001,-0.0081,-0.0008,0.0040,-0.0001
5.6400,20.4200,-0.0241,0.0069,0.0007,-0.0384,0.0001,0.2510,-0.0049,0.0192,-0.0005,0.0083,0.0000,0.0788,-0.0004,-0.0064,-0.0006,0.0041,-0.0001
5.6700,20.4200,-0.0242,0.0075,0.0007,-0.0382,0.0001,0.2534,-0.0049,0.0190,-0.0005,0.0084,0.0000,0.0819,-0.0007,-0.0042,-0.0005,0.0041,-0.0001
5.7000,20.4300,-0.0244,0.0080,0.0006,-0.0379,0.0001,0.2558,-0.0049,0.0189,-0.0005,0.0085,0.0000,0.0835,-0.0012,-0.0029,-0.0003,0.0041,-0.0001
5.7300,20.4400,-0.0245,0.0086,0.0006,-0.0377,0.0001,0.2583,-0.0049,0.0188,-0.0005,0.0086,0.0000,0.0820,-0.0017,-0.0038,-0.0002,0.0040,-0.0001
5.7600,20.4500,-0.0247,0.0092,0.0006,-0.0374,0.0001,0.2607,-0.0050,0.0187,-0.0005,0.0087,0.0000,0.0783,-0.0021,-0.0062,0.0000,0.0037,-0.0001
5.7900,20.4600,-0.0248,0.0097,0.0006,-0.0371,0.0001,0.2630,-0.0051,0.0184,-0.0005,0.0089,0.0000,0.0742,-0.0025,-0.0089,0.0001,0.0033,-0.0001
5.8200,20.4600,-0.0250,0.0103,0.0006,-0.0369,0.0001,0.2652,-0.0052,0.0181,-0.0005,0.0090,0.0000,0.0715,-0.0028,-0.0107,0.0003,0.0031,-0.0001
5.8500,20.4700,-0.0252,0.0108,0.0006,-0.0366,0.0001,0.2673,-0.0052,0.0178,-0.0005,0.0090,-0.0001,0.0709,-0.0031,-0.0110,0.0005,0.0030,-0.0001
5.8800,20.4800,-0.0253,0.0113,0.0006,-0.0363,0.0001,0.2695,-0.0053,0.0175,-0.0005,0.0091,-0.0001,0.0718,-0.0034,-0.0103,0.0007,0.0029,-0.0002
5.9100,20.4900,-0.0255,0.0119,0.0005,-0.0361,0.0001,0.2717,-0.0054,0.0172,-0.0005,0.0092,-0.0001,0.0724,-0.0037,-0.0098,0.0009,0.0029,-0.0002
5.9400,20.5000,-0.0256,0.0124,0.0005,-0.0358,0.0001,0.2738,-0.0056,0.0169,-0.0004,0.0093,-0.0001,0.0713,-0.0042,-0.0104,0.0010,0.0027,-0.0001
5.9700,20.5000,-0.0258,0.0129,0.0005,-0.0355,0.0001,0.2759,-0.0057,0.0166,-0.0004,0.0094,-0.0001,0.0682,-0.0046,-0.0124,0.0012,0.0024,-0.0001
6.0000,20.5100,-0.0260,0.0134,0.0005,-0.0352,0.0001,0.2779,-0.0058,0.0161,-0.0003,0.0094,-0.0001,0.0645,-0.0051,-0.0149,0.0014,0.0021,-0.0001
6.0300,20.5200,-0.0262,0.0138,0.0005,-0.0349,0.0001,0.2798,-0.0060,0.0157,-0.0003,0.0095,-0.0001,0.0616,-0.0055,-0.0166,0.0015,0.0019,-0.0001
6.0600,20.5300,-0.0263,0.0143,0.0005,-0.0346,0.0001,0.2816,-0.0062,0.0152,-0.0003,0.0096,-0.0001,0.0609,-0.0058,-0.0169,0.0017,0.0018,-0.0001
6.0900,20.5400,-0.0265,0.0148,0.0005,-0.0343,0.0001,0.2835,-0.0064,0.0147,-0.0002,0.0096,-0.0001,0.0623,-0.0060,-0.0157,0.0018,0.0018,-0.0001
6.1200,20.5500,-0.0267,0.0152,0.0005,-0.0341,0.0001,0.2854,-0.0065,0.0142,-0.0001,0.0097,-0.0001,0.0643,-0.0062,-0.0139,0.0020,0.0018,-0.0001
6.1500,20.5500,-0.0269,0.0156,0.0005,-0.0338,0.0001,0.2873,-0.0067,0.0138,-0.0001,0.0097,-0.0001,0.0651,-0.0064,-0.0129,0.0021,0.0018,-0.0001
6.1800,20.5600,-0.0271,0.0160,0.0005,-0.0335,0.0001,0.2892,-0.0069,0.0134,0.0000,0.0098,-0.0001,0.0635,-0.0067,-0.0135,0.0022,0.0016,-0.0001
6.2100,20.5700,-0.0273,0.0164,0.0005,-0.0332,0.0001,0.2911,-0.0071,0.0130,0.0000,0.0098,-0.0001,0.0595,-0.0069,-0.0156,0.0023,0.0014,-0.0001
6.2400,20.5800,-0.0276,0.0168,0.0005,-0.0329,0.0001,0.2928,-0.0073,0.0125,0.0001,0.0099,-0.0001,0.0544,-0.0072,-0.0184,0.0024,0.0010,-0.0001
6.2700,20.5900,-0.0278,0.0172,0.0005,-0.0326,0.0001,0.2944,-0.0076,0.0119,0.0002,0.0099,-0.0001,0.0498,-0.0074,-0.0208,0.0025,0.0008,0.0000
6.3000,20.6000,-0.0280,0.0175,0.0005,-0.0323,0.0001,0.2958,-0.0078,0.0113,0.0003,0.0099,-0.0001,0.0471,-0.0076,-0.0218,0.0025,0.0006,0.0000
6.3300,20.6100,-0.0282,0.0178,0.0005,-0.0320,0.0000,0.2972,-0.0080,0.0106,0.0003,0.0099,-0.0001,0.0462,-0.0076,-0.0214,0.0026,0.0005,0.0000
6.3600,20.6200,-0.0285,0.0181,0.0005,-0.0317,0.0000,0.2986,-0.0082,0.0100,0.0004,0.0099,-0.0001,0.0462,-0.0076,-0.0203,0.0026,0.0005,0.0000
6.3900,20.6300,-0.0287,0.0184,0.0005,-0.0314,0.0000,0.3000,-0.0085,0.0094,0.0005,0.0099,-0.0001,0.0458,-0.0075,-0.0195,0.0027,0.0005,0.0000
6.4200,20.6300,-0.0290,0.0187,0.0005,-0.0311,0.0000,0.3013,-0.0087,0.0088,0.0006,0.0100,-0.0001,0.0438,-0.0074,-0.0197,0.0027,0.0004,0.0000
6.4500,20.6400,-0.0293,0.0190,0.0006,-0.0308,0.0000,0.3026,-0.0089,0.0082,0.0007,0.0100,-0.0001,0.0403,-0.0074,-0.0208,0.0027,0.0002,0.0000
6.4800,20.6500,-0.0295,0.0192,0.0006,-0.0305,0.0000,0.3037,-0.0091,0.0075,0.0007,0.0100,-0.0001,0.0362,-0.0073,-0.0223,0.0026,0.0000,0.0000
6.5100,20.6600,-0.0298,0.0194,0.0006,-0.0302,0.0000,0.3048,-0.0094,0.0069,0.0008,0.0100,-0.0001,0.0325,-0.0073,-0.0235,0.0026,-0.0002,0.0000
6.5400,20.6700,-0.0301,0.0196,0.0006,-0.0299,0.0000,0.3057,-0.0096,0.0061,0.0009,0.0100,-0.0001,0.0298,-0.0071,-0.0240,0.0025,-0.0004,0.0000
6.5700,20.6800,-0.0304,0.0198,0.0007,-0.0296,0.0000,0.3066,-0.0098,0.0054,0.0010,0.0099,-0.0001,0.0282,-0.0069,-0.0237,0.0024,-0.0005,0.0000
6.6000,20.6900,-0.0307,0.0199,0.0007,-0.0293,0.0000,0.3074,-0.0100,0.0047,0.0010,0.0099,-0.0001,0.0270,-0.0066,-0.0233,0.0024,-0.0005,0.0000
6.6300,20.7000,-0.0310,0.0201,0.0007,-0.0290,0.0000,0.3082,-0.0102,0.0040,0.0011,0.0099,-0.0001,0.0251,-0.0062,-0.0231,0.0023,-0.0006,0.0000
6.6600,20.7100,-0.0313,0.0202,0.0007,-0.0287,0.0000,0.3089,-0.0104,0.0033,0.0012,0.0099,-0.0001,0.0224,-0.0058,-0.0236,0.0022,-0.0008,0.0000
6.6900,20.7200,-0.0316,0.0203,0.0008,-0.0284,0.0000,0.3095,-0.0105,0.0026,0.0012,0.0099,-0.0001,0.0190,-0.0055,-0.0246,0.0020,-0.0009,0.0000
6.7200,20.7300,-0.0319,0.0203,0.0008,-0.0281,0.0000,0.3100,-0.0107,0.0018,0.0013,0.0098,-0.0001,0.0157,-0.0051,-0.0256,0.0019,-0.0011,0.0000
6.7500,20.7400,-0.0322,0.0204,0.0009,-0.0278,0.0000,0.3105,-0.0108,0.0011,0.0014,0.0098,-0.0001,0.0131,-0.0048,-0.0260,0.0017,-0.0012,0.0000
6.7800,20.7400,-0.0326,0.0204,0.0009,-0.0275,0.0000,0.3108,-0.0110,0.0003,0.0014,0.0098,-0.0001,0.0117,-0.0044,-0.0257,0.0016,-0.0013,0.0000
6.8100,20.7500,-0.0329,0.0204,0.0009,-0.0272,0.0000,0.3112,-0.0111,-0.0005,0.0014,0.0097,-0.0001,0.0110,-0.0039,-0.0249,0.0014,-0.0014,0.0000
6.8400,20.7600,-0.0332,0.0204,0.0010,-0.0270,0.0000,0.3115,-0.0112,-0.0012,0.0015,0.0097,-0.0001,0.0102,-0.0034,-0.0241,0.0012,-0.0014,0.0000
6.8700,20.7700,-0.0336,0.0203,0.0010,-0.0267,0.0000,0.3118,-0.0113,-0.0019,0.0015,0.0096,-0.0001,0.0086,-0.0029,-0.0239,0.0011,-0.0015,0.0000
6.9000,20.7800,-0.0339,0.0203,0.0011,-0.0264,0.0000,0.3120,-0.0114,-0.0026,0.0016,0.0096,-0.0001,0.0058,-0.0023,-0.0244,0.0009,-0.0016,0.0000
6.9300,20.7900,-0.0343,0.0202,0.0011,-0.0261,0.0000,0.3121,-0.0114,-0.0034,0.0016,0.0095,-0.0001,0.0020,-0.0017,-0.0256,0.0007,-0.0018,0.0000
6.9600,20.8000,-0.0346,0.0201,0.0012,-0.0258,0.0000,0.3121,-0.0115,-0.0042,0.0016,0.0095,-0.0001,-0.0020,-0.0011,-0.0268,0.0005,-0.0020,0.0000
6.9900,20.8100,-0.0349,0.0199,0.0012,-0.0255,0.0000,0.3120,-0.0115,-0.0050,0.0016,0.0094,-0.0001,-0.0053,-0.0006,-0.0277,0.0003,-0.0022,0.0000
7.0200,20.8200,-0.0353,0.0198,0.0013,-0.0252,0.0000,0.3118,-0.0115,-0.0058,0.0016,0.0094,-0.0001,-0.0077,0.0000,-0.0278,0.0001,-0.0023,0.0000
7.0500,20.8300,-0.0356,0.0196,0.0013,-0.0250,0.0000,0.3116,-0.0115,-0.0067,0.0016,0.0093,-0.0001,-0.0094,0.0005,-0.0273,-0.0001,-0.0023,0.0000
7.0800,20.8400,-0.0360,0.0194,0.0014,-0.0247,0.0000,0.3112,-0.0115,-0.0075,0.0016,0.0092,-0.0001,-0.0108,0.0011,-0.0266,-0.0003,-0.0024,0.0000
7.1100,20.8500,-0.0363,0.0191,0.0014,-0.0244,0.0000,0.3109,-0.0114,-0.0083,0.0016,0.0091,-0.0001,-0.0126,0.0016,-0.0262,-0.0005,-0.0025,0.0000
7.1400,20.8600,-0.0367,0.0189,0.0015,-0.0241,0.0000,0.3105,-0.0114,-0.0090,0.0016,0.0091,-0.0001,-0.0153,0.0023,-0.0263,-0.0007,-0.0026,0.0000
7.1700,20.8700,-0.0370,0.0186,0.0015,-0.0239,0.0000,0.3100,-0.0113,-0.0098,0.0015,0.0090,-0.0001,-0.0188,0.0029,-0.0269,-0.0009,-0.0027,0.0000
7.2000,20.8800,-0.0373,0.0183,0.0016,-0.0236,0.0000,0.3094,-0.0112,-0.0107,0.0015,0.0089,-0.0001,-0.0226,0.0035,-0.0277,-0.0011,-0.0029,0.0000
7.2300,20.8800,-0.0377,0.0179,0.0016,-0.0233,0.0000,0.3086,-0.0111,-0.0115,0.0015,0.0088,-0.0001,-0.0263,0.0041,-0.0284,-0.0013,-0.0030,0.0000
7.2600,20.8900,-0.0380,0.0176,0.0016,-0.0231,-0.0001,0.3078,-0.0110,-0.0124,0.0014,0.0087,-0.0001,-0.0295,0.0046,-0.0288,-0.0014,-0.0031,0.0000
7.2900,20.9000,-0.0383,0.0172,0.0017,-0.0228,-0.0001,0.3069,-0.0108,-0.0132,0.0014,0.0086,-0.0001,-0.0322,0.0051,-0.0289,-0.0016,-0.0032,0.0000
7.3200,20.9100,-0.0387,0.0168,0.0017,-0.0225,-0.0001,0.3059,-0.0107,-0.0141,0.0013,0.0085,-0.0001,-0.0340,0.0055,-0.0284,-0.0018,-0.0033,0.0000
7.3500,20.9200,-0.0390,0.0164,0.0018,-0.0223,-0.0001,0.3048,-0.0105,-0.0149,0.0013,0.0084,-0.0001,-0.0349,0.0059,-0.0273,-0.0019,-0.0033,0.0000
7.3800,20.9300,-0.0393,0.0159,0.0018,-0.0220,-0.0001,0.3038,-0.0103,-0.0157,0.0012,0.0083,-0.0001,-0.0356,0.0064,-0.0261,-0.0020,-0.0033,0.0000
7.4100,20.9400,-0.0396,0.0154,0.0018,-0.0218,-0.0001,0.3027,-0.0101,-0.0165,0.0012,0.0082,-0.0001,-0.0370,0.0068,-0.0254,-0.0022,-0.0034,0.0000
7.4400,20.9500,-0.0399,0.0149,0.0019,-0.0216,-0.0001,0.3015,-0.0099,-0.0173,0.0011,0.0081,-0.0001,-0.0395,0.0073,-0.0255,-0.0023,-0.0035,0.0000
7.4700,20.9600,-0.0402,0.0144,0.0019,-0.0213,-0.0001,0.3003,-0.0097,-0.0180,0.0010,0.0080,-0.0001,-0.0426,0.0078,-0.0261,-0.0024,-0.0036,0.0000
7.5000,20.9700,-0.0405,0.0138,0.0019,-0.0211,-0.0001,0.2990,-0.0094,-0.0188,0.0010,0.0079,-0.0001,-0.0458,0.0082,-0.0267,-0.0025,-0.0038,0.0000
7.5300,20.9800,-0.0408,0.0132,0.0020,-0.0208,-0.0001,0.2976,-0.0092,-0.0196,0.0009,0.0078,-0.0001,-0.0486,0.0084,-0.0271,-0.0025,-0.0039,0.0000
7.5600,20.9800,-0.0410,0.0126,0.0020,-0.0206,-0.0001,0.2961,-0.0089,-0.0204,0.0008,0.0077,-0.0001,-0.0507,0.0087,-0.0269,-0.0026,-0.0040,0.0000
7.5900,20.9900,-0.0413,0.0120,0.0020,-0.0204,-0.0001,0.2945,-0.0087,-0.0212,0.0007,0.0076,-0.0001,-0.0523,0.0088,-0.0265,-0.0026,-0.0041,0.0000
7.6200,21.0000,-0.0415,0.0114,0.0020,-0.0201,-0.0001,0.2929,-0.0084,-0.0220,0.0006,0.0074,-0.0001,-0.0539,0.0090,-0.0262,-0.0027,-0.0041,0.0000
7.6500,21.0100,-0.0418,0.0107,0.0021,-0.0199,-0.0001,0.2913,-0.0081,-0.0228,0.0006,0.0073,-0.0001,-0.0559,0.0092,-0.0260,-0.0027,-0.0042,0.0000
7.6800,21.0200,-0.0420,0.0100,0.0021,-0.0197,-0.0001,0.2896,-0.0078,-0.0236,0.0005,0.0072,-0.0001,-0.0583,0.0094,-0.0263,-0.0027,-0.0044,0.0000
7.7100,21.0300,-0.0423,0.0093,0.0021,-0.0195,-0.0001,0.2878,-0.0076,-0.0244,0.0004,0.0070,-0.0001,-0.0611,0.0096,-0.0266,-0.0027,-0.0045,0.0000
7.7400,21.0400,-0.0425,0.0085,0.0021,-0.0193,-0.0001,0.2859,-0.0073,-0.0252,0.0003,0.0069,-0.0001,-0.0637,0.0097,-0.0269,-0.0027,-0.0046,0.0000
7.7700,21.0500,-0.0427,0.0078,0.0021,-0.0191,-0.0001,0.2840,-0.0070,-0.0260,0.0002,0.0068,-0.0001,-0.0659,0.0097,-0.0270,-0.0026,-0.0047,0.0000
7.8000,21.0500,-0.0429,0.0070,0.0021,-0.0189,-0.0001,0.2820,-0.0067,-0.0268,0.0002,0.0066,-0.0001,-0.0677,0.0097,-0.0267,-0.0026,-0.0048,0.0000
7.8300,21.0600,-0.0431,0.0062,0.0021,-0.0187,-0.0001,0.2799,-0.0064,-0.0276,0.0001,0.0065,-0.0001,-0.0692,0.0096,-0.0263,-0.0025,-0.0049,0.0000
7.8600,21.0700,-0.0433,0.0053,0.0021,-0.0185,-0.0001,0.2778,-0.0061,-0.0284,0.0000,0.0063,-0.0001,-0.0707,0.0095,-0.0259,-0.0024,-0.0050,0.0000
7.8900,21.0800,-0.0435,0.0045,0.0021,-0.0183,-0.0001,0.2757,-0.0058,-0.0292,-0.0001,0.0062,-0.0001,-0.0723,0.0093,-0.0256,-0.0023,-0.0051,0.0000
7.9200,21.0900,-0.0436,0.0036,0.0021,-0.0181,-0.0001,0.2735,-0.0056,-0.0299,-0.0001,0.0060,-0.0001,-0.0740,0.0092,-0.0254,-0.0022,-0.0051,0.0000
